player_id,signup_date,country,platform,acquisition_channel,age_group,experiment_group
P00421,2026-01-01,India,Android,Organic,18-24,Daily_Reward
P00422,2026-01-02,India,Android,Organic,25-34,Free_Hint
P00423,2026-01-14,United States,Android,Google Ads,25-34,Free_Hint
P00424,2026-01-12,India,Android,Google Ads,25-34,Daily_Reward
P00425,2026-01-14,United States,Android,Meta Ads,25-34,Free_Hint
P00426,2026-01-11,Australia,iOS,Organic,45+,Control
P00427,2026-01-15,India,Android,Organic,18-24,Daily_Reward
P00428,2026-01-10,Australia,iOS,Organic,35-44,Control
P00429,2026-01-05,United States,Android,Google Ads,25-34,Daily_Reward
P00430,2026-01-11,United Kingdom,iOS,Organic,18-24,Free_Hint
P00431,2026-01-12,United Kingdom,Android,Google Ads,18-24,Control
P00432,2026-01-06,India,Android,TikTok Ads,25-34,Free_Hint
P00433,2026-01-03,Canada,Android,Meta Ads,25-34,Daily_Reward
P00434,2026-01-15,Canada,Android,Organic,18-24,Free_Hint
P00435,2026-01-05,Australia,iOS,Meta Ads,35-44,Daily_Reward
P00436,2026-01-09,India,Android,Google Ads,25-34,Control
P00437,2026-01-04,Canada,iOS,Google Ads,25-34,Control
P00438,2026-01-06,India,Android,Organic,35-44,Daily_Reward
P00439,2026-01-08,United States,Android,Referral,25-34,Control
P00440,2026-01-01,India,Android,Google Ads,45+,Control
P00441,2026-01-03,India,Android,TikTok Ads,18-24,Free_Hint
P00442,2026-01-07,India,Android,Referral,45+,Free_Hint
P00443,2026-01-15,United Kingdom,iOS,Organic,18-24,Daily_Reward
P00444,2026-01-09,India,Android,Meta Ads,18-24,Daily_Reward
P00445,2026-01-01,United States,Android,Organic,18-24,Free_Hint
P00446,2026-01-04,India,Android,Google Ads,25-34,Free_Hint
P00447,2026-01-15,India,iOS,TikTok Ads,18-24,Daily_Reward
P00448,2026-01-14,India,iOS,Meta Ads,25-34,Free_Hint
P00449,2026-01-10,United Kingdom,iOS,TikTok Ads,25-34,Daily_Reward
P00450,2026-01-14,United States,Android,Organic,18-24,Daily_Reward
P00451,2026-01-08,India,iOS,TikTok Ads,25-34,Control
P00452,2026-01-06,India,iOS,Referral,25-34,Control
P00453,2026-01-15,India,Android,Referral,18-24,Free_Hint
P00454,2026-01-07,India,Android,Meta Ads,25-34,Daily_Reward
P00455,2026-01-04,Canada,Android,Referral,18-24,Control
P00456,2026-01-04,India,iOS,Organic,25-34,Control
P00457,2026-01-06,United States,Android,Organic,25-34,Free_Hint
P00458,2026-01-02,Canada,Android,Organic,25-34,Daily_Reward
P00459,2026-01-05,United States,Android,Referral,45+,Daily_Reward
P00460,2026-01-09,United States,Android,Meta Ads,35-44,Control
P00461,2026-01-08,United Kingdom,Android,Referral,25-34,Daily_Reward
P00462,2026-01-03,United Kingdom,Android,Organic,18-24,Daily_Reward
P00463,2026-01-14,United States,Android,Organic,35-44,Control
P00464,2026-01-13,India,Android,Google Ads,25-34,Control
P00465,2026-01-07,India,iOS,Organic,18-24,Daily_Reward
P00466,2026-01-08,Australia,iOS,Organic,18-24,Control
P00467,2026-01-15,United Kingdom,Android,Organic,25-34,Control
P00468,2026-01-04,India,iOS,Referral,18-24,Control
P00469,2026-01-02,United States,Android,Organic,18-24,Free_Hint
P00470,2026-01-04,India,Android,Meta Ads,35-44,Control
P00471,2026-01-12,India,iOS,Organic,18-24,Control
P00472,2026-01-05,United States,Android,Referral,45+,Daily_Reward
P00473,2026-01-11,Canada,Android,Organic,18-24,Daily_Reward
P00474,2026-01-08,India,Android,Organic,18-24,Daily_Reward
P00475,2026-01-03,United States,iOS,TikTok Ads,45+,Daily_Reward
P00476,2026-01-09,United States,Android,Google Ads,25-34,Free_Hint
P00477,2026-01-04,India,Android,Meta Ads,35-44,Control
P00478,2026-01-09,Australia,Android,Organic,25-34,Free_Hint
P00479,2026-01-12,United States,Android,Google Ads,25-34,Daily_Reward
P00480,2026-01-12,United States,iOS,Google Ads,18-24,Daily_Reward
P00481,2026-01-08,India,iOS,Google Ads,35-44,Free_Hint
P00482,2026-01-09,United States,iOS,Google Ads,25-34,Free_Hint
P00483,2026-01-03,India,Android,Referral,25-34,Free_Hint
P00484,2026-01-11,United States,Android,TikTok Ads,35-44,Daily_Reward
P00485,2026-01-05,United States,Android,Organic,35-44,Daily_Reward
P00486,2026-01-15,India,Android,Google Ads,25-34,Free_Hint
P00487,2026-01-04,India,iOS,Google Ads,18-24,Control
P00488,2026-01-02,Australia,iOS,Organic,25-34,Free_Hint
P00489,2026-01-15,India,iOS,Organic,18-24,Free_Hint
P00490,2026-01-07,India,Android,Organic,18-24,Control
P00491,2026-01-08,United Kingdom,Android,Organic,25-34,Free_Hint
P00492,2026-01-05,United States,iOS,Google Ads,18-24,Daily_Reward
P00493,2026-01-01,Australia,Android,Google Ads,25-34,Control
P00494,2026-01-10,United States,Android,Organic,35-44,Control
P00495,2026-01-03,India,iOS,Google Ads,18-24,Daily_Reward
P00496,2026-01-08,India,Android,Google Ads,35-44,Free_Hint
P00497,2026-01-04,India,Android,TikTok Ads,18-24,Control
P00498,2026-01-09,India,Android,Google Ads,45+,Free_Hint
P00499,2026-01-02,United States,Android,Meta Ads,18-24,Daily_Reward
P00500,2026-01-15,United States,Android,Organic,45+,Free_Hint
P00501,2026-01-15,India,Android,Organic,35-44,Control
P00502,2026-01-12,United Kingdom,iOS,Organic,18-24,Free_Hint
P00503,2026-01-09,Canada,Android,Google Ads,18-24,Free_Hint
P00504,2026-01-04,India,Android,Referral,18-24,Control
P00505,2026-01-11,United States,iOS,Meta Ads,25-34,Control
P00506,2026-01-06,United States,Android,Organic,25-34,Control
P00507,2026-01-08,United States,Android,Google Ads,18-24,Daily_Reward
P00508,2026-01-11,United Kingdom,iOS,Organic,18-24,Free_Hint
P00509,2026-01-12,United States,iOS,Organic,25-34,Control
P00510,2026-01-14,India,Android,Organic,18-24,Control
P00511,2026-01-04,Australia,Android,Organic,25-34,Free_Hint
P00512,2026-01-15,Canada,Android,Referral,25-34,Daily_Reward
P00513,2026-01-14,Australia,iOS,Google Ads,25-34,Control
P00514,2026-01-12,India,Android,TikTok Ads,18-24,Free_Hint
P00515,2026-01-07,Australia,Android,TikTok Ads,35-44,Daily_Reward
P00516,2026-01-04,India,Android,Google Ads,35-44,Free_Hint
P00517,2026-01-10,Australia,iOS,Meta Ads,25-34,Control
P00518,2026-01-13,United States,Android,Meta Ads,35-44,Control
P00519,2026-01-02,India,Android,Meta Ads,35-44,Daily_Reward
P00520,2026-01-03,India,Android,Google Ads,45+,Control
P00521,2026-01-12,United States,iOS,Organic,35-44,Daily_Reward
P00522,2026-01-12,United Kingdom,iOS,Meta Ads,35-44,Daily_Reward
P00523,2026-01-03,United Kingdom,Android,Meta Ads,18-24,Daily_Reward
P00524,2026-01-04,United States,Android,Referral,35-44,Daily_Reward
P00525,2026-01-08,India,iOS,Google Ads,25-34,Control
P00526,2026-01-05,India,Android,Google Ads,25-34,Free_Hint
P00527,2026-01-08,United States,Android,Organic,18-24,Free_Hint
P00528,2026-01-15,India,iOS,Meta Ads,18-24,Daily_Reward
P00529,2026-01-14,United States,iOS,TikTok Ads,25-34,Control
P00530,2026-01-15,United States,Android,Organic,18-24,Control
P00531,2026-01-15,Canada,Android,Organic,18-24,Daily_Reward
P00532,2026-01-08,Australia,Android,Google Ads,35-44,Free_Hint
P00533,2026-01-01,Australia,Android,Referral,18-24,Control
P00534,2026-01-04,India,Android,TikTok Ads,25-34,Daily_Reward
P00535,2026-01-01,United Kingdom,Android,Organic,45+,Free_Hint
P00536,2026-01-08,India,Android,Organic,25-34,Daily_Reward
P00537,2026-01-01,Australia,Android,Meta Ads,18-24,Control
P00538,2026-01-06,India,Android,Google Ads,18-24,Daily_Reward
P00539,2026-01-02,India,iOS,Meta Ads,25-34,Free_Hint
P00540,2026-01-10,United States,Android,TikTok Ads,25-34,Control
P00541,2026-01-12,India,Android,Google Ads,18-24,Daily_Reward
P00542,2026-01-02,India,Android,Google Ads,25-34,Daily_Reward
P00543,2026-01-05,India,Android,Organic,18-24,Control
P00544,2026-01-05,Canada,Android,Organic,18-24,Daily_Reward
P00545,2026-01-12,India,Android,Google Ads,18-24,Free_Hint
P00546,2026-01-05,United States,Android,Meta Ads,18-24,Control
P00547,2026-01-10,India,Android,Meta Ads,18-24,Daily_Reward
P00548,2026-01-03,India,Android,Meta Ads,25-34,Control
P00549,2026-01-03,India,iOS,Organic,45+,Free_Hint
P00550,2026-01-04,India,Android,TikTok Ads,35-44,Daily_Reward
P00551,2026-01-08,India,Android,Organic,18-24,Control
P00552,2026-01-15,India,iOS,Google Ads,25-34,Control
P00553,2026-01-11,India,Android,Referral,25-34,Free_Hint
P00554,2026-01-09,United States,Android,TikTok Ads,25-34,Daily_Reward
P00555,2026-01-02,India,Android,Google Ads,45+,Control
P00556,2026-01-04,India,Android,Meta Ads,25-34,Control
P00557,2026-01-09,India,iOS,TikTok Ads,18-24,Free_Hint
P00558,2026-01-04,India,Android,Organic,45+,Free_Hint
P00559,2026-01-01,United States,Android,Meta Ads,25-34,Daily_Reward
P00560,2026-01-11,Canada,iOS,Organic,25-34,Free_Hint
P00561,2026-01-12,Canada,Android,Google Ads,35-44,Daily_Reward
P00562,2026-01-08,India,iOS,Organic,18-24,Free_Hint
P00563,2026-01-01,United Kingdom,iOS,Referral,18-24,Control
P00564,2026-01-03,United Kingdom,Android,Organic,18-24,Daily_Reward
P00565,2026-01-03,United Kingdom,Android,Meta Ads,35-44,Control
P00566,2026-01-10,India,Android,TikTok Ads,25-34,Daily_Reward
P00567,2026-01-14,India,Android,Google Ads,25-34,Free_Hint
P00568,2026-01-04,Canada,iOS,TikTok Ads,45+,Control
P00569,2026-01-04,India,Android,Organic,18-24,Control
P00570,2026-01-08,United States,iOS,Referral,25-34,Control
P00571,2026-01-05,United States,iOS,Organic,25-34,Daily_Reward
P00572,2026-01-08,India,Android,Referral,25-34,Control
P00573,2026-01-01,India,Android,Organic,35-44,Control
P00574,2026-01-08,India,Android,Google Ads,25-34,Control
P00575,2026-01-04,India,Android,Organic,18-24,Free_Hint
P00576,2026-01-02,India,Android,TikTok Ads,18-24,Free_Hint
P00577,2026-01-04,India,Android,Google Ads,25-34,Control
P00578,2026-01-09,United States,Android,Organic,45+,Free_Hint
P00579,2026-01-11,India,Android,TikTok Ads,35-44,Free_Hint
P00580,2026-01-01,Canada,Android,Organic,35-44,Free_Hint
P00581,2026-01-05,United States,Android,TikTok Ads,35-44,Free_Hint
P00582,2026-01-14,India,iOS,Meta Ads,25-34,Free_Hint
P00583,2026-01-10,United States,Android,TikTok Ads,18-24,Free_Hint
P00584,2026-01-01,India,Android,Google Ads,25-34,Free_Hint
P00585,2026-01-11,India,iOS,Referral,25-34,Control
P00586,2026-01-07,United States,Android,Organic,45+,Control
P00587,2026-01-15,India,Android,Meta Ads,35-44,Free_Hint
P00588,2026-01-14,Australia,Android,Meta Ads,35-44,Free_Hint
P00589,2026-01-15,India,iOS,Meta Ads,18-24,Daily_Reward
P00590,2026-01-09,India,Android,Meta Ads,45+,Free_Hint
P00591,2026-01-05,United Kingdom,iOS,Organic,35-44,Daily_Reward
P00592,2026-01-13,United States,iOS,Organic,35-44,Free_Hint
P00593,2026-01-08,United States,Android,Organic,25-34,Daily_Reward
P00594,2026-01-04,India,Android,Google Ads,35-44,Daily_Reward
P00595,2026-01-14,India,iOS,Meta Ads,18-24,Control
P00596,2026-01-01,United States,Android,TikTok Ads,25-34,Daily_Reward
P00597,2026-01-10,India,Android,Google Ads,18-24,Free_Hint
P00598,2026-01-14,United States,Android,Organic,45+,Daily_Reward
P00599,2026-01-02,India,Android,Organic,18-24,Daily_Reward
P00600,2026-01-02,Australia,iOS,Organic,18-24,Daily_Reward
P00601,2026-01-04,India,iOS,Meta Ads,45+,Control
P00602,2026-01-12,United States,Android,Meta Ads,18-24,Control
P00603,2026-01-05,India,Android,Google Ads,35-44,Control
P00604,2026-01-14,United States,iOS,TikTok Ads,25-34,Daily_Reward
P00605,2026-01-15,Canada,Android,Referral,18-24,Free_Hint
P00606,2026-01-15,United Kingdom,iOS,Organic,18-24,Control
P00607,2026-01-09,Canada,iOS,TikTok Ads,25-34,Free_Hint
P00608,2026-01-04,Canada,iOS,Meta Ads,25-34,Control
P00609,2026-01-02,Canada,iOS,Organic,18-24,Control
P00610,2026-01-10,India,Android,Organic,25-34,Control
P00611,2026-01-10,United States,Android,Organic,35-44,Free_Hint
P00612,2026-01-12,United States,Android,Google Ads,25-34,Daily_Reward
P00613,2026-01-07,India,Android,Organic,18-24,Control
P00614,2026-01-15,United Kingdom,Android,Meta Ads,35-44,Daily_Reward
P00615,2026-01-10,United Kingdom,iOS,Organic,25-34,Control
P00616,2026-01-01,India,Android,TikTok Ads,18-24,Daily_Reward
P00617,2026-01-02,India,iOS,Google Ads,35-44,Daily_Reward
P00618,2026-01-08,India,Android,Meta Ads,25-34,Control
P00619,2026-01-09,India,Android,TikTok Ads,25-34,Daily_Reward
P00620,2026-01-05,Canada,Android,TikTok Ads,25-34,Control
P00621,2026-01-04,India,iOS,Meta Ads,35-44,Free_Hint
P00622,2026-01-08,United States,Android,TikTok Ads,35-44,Free_Hint
P00623,2026-01-15,Canada,Android,Meta Ads,25-34,Free_Hint
P00624,2026-01-08,India,Android,Organic,18-24,Control
P00625,2026-01-15,India,iOS,Organic,25-34,Daily_Reward
P00626,2026-01-11,United Kingdom,Android,Google Ads,18-24,Control
P00627,2026-01-08,India,Android,Meta Ads,35-44,Free_Hint
P00628,2026-01-04,Canada,Android,Organic,25-34,Control
P00629,2026-01-10,Australia,Android,Organic,35-44,Free_Hint
P00630,2026-01-04,India,Android,Organic,35-44,Control
P00631,2026-01-13,United Kingdom,iOS,Google Ads,35-44,Free_Hint
P00632,2026-01-09,United Kingdom,Android,Organic,18-24,Control
P00633,2026-01-01,United States,Android,Organic,25-34,Daily_Reward
P00634,2026-01-03,United Kingdom,Android,Organic,25-34,Daily_Reward
P00635,2026-01-08,India,Android,Referral,18-24,Control
P00636,2026-01-12,India,Android,Meta Ads,25-34,Free_Hint
P00637,2026-01-05,India,Android,Google Ads,25-34,Free_Hint
P00638,2026-01-07,United Kingdom,iOS,Organic,18-24,Daily_Reward
P00639,2026-01-11,United Kingdom,Android,Meta Ads,18-24,Free_Hint
P00640,2026-01-08,India,Android,Google Ads,18-24,Free_Hint
P00641,2026-01-02,India,Android,TikTok Ads,45+,Free_Hint
P00642,2026-01-15,United States,Android,Google Ads,35-44,Control
P00643,2026-01-09,United Kingdom,Android,Google Ads,35-44,Daily_Reward
P00644,2026-01-05,Canada,Android,Meta Ads,45+,Free_Hint
P00645,2026-01-04,India,Android,Google Ads,18-24,Free_Hint
P00646,2026-01-01,India,Android,Organic,18-24,Control
P00647,2026-01-04,United States,Android,Organic,25-34,Control
P00648,2026-01-04,India,iOS,TikTok Ads,25-34,Control
P00649,2026-01-05,Canada,Android,Organic,18-24,Control
P00650,2026-01-02,United States,Android,TikTok Ads,35-44,Control
P00651,2026-01-01,United States,Android,Organic,25-34,Daily_Reward
P00652,2026-01-05,United Kingdom,Android,Organic,25-34,Daily_Reward
P00653,2026-01-06,United States,iOS,Meta Ads,18-24,Daily_Reward
P00654,2026-01-05,United States,Android,Referral,45+,Control
P00655,2026-01-08,Canada,iOS,Organic,35-44,Daily_Reward
P00656,2026-01-11,United Kingdom,Android,TikTok Ads,35-44,Control
P00657,2026-01-14,Canada,Android,Meta Ads,18-24,Daily_Reward
P00658,2026-01-11,India,Android,Meta Ads,18-24,Control
P00659,2026-01-04,India,iOS,TikTok Ads,45+,Free_Hint
P00660,2026-01-05,Australia,Android,Meta Ads,18-24,Free_Hint
P00661,2026-01-15,Canada,Android,TikTok Ads,25-34,Daily_Reward
P00662,2026-01-05,India,Android,Organic,25-34,Free_Hint
P00663,2026-01-14,India,Android,Google Ads,18-24,Control
P00664,2026-01-14,Australia,iOS,Organic,25-34,Daily_Reward
P00665,2026-01-04,India,iOS,Referral,35-44,Daily_Reward
P00666,2026-01-14,United Kingdom,Android,Referral,18-24,Free_Hint
P00667,2026-01-13,Australia,Android,Google Ads,35-44,Control
P00668,2026-01-09,India,Android,Meta Ads,45+,Free_Hint
P00669,2026-01-06,United Kingdom,Android,Organic,25-34,Daily_Reward
P00670,2026-01-11,Canada,Android,Referral,25-34,Free_Hint
P00671,2026-01-05,India,Android,Organic,18-24,Daily_Reward
P00672,2026-01-11,India,iOS,Organic,45+,Daily_Reward
P00673,2026-01-09,India,iOS,Google Ads,25-34,Free_Hint
P00674,2026-01-05,Canada,iOS,Organic,25-34,Daily_Reward
P00675,2026-01-10,India,Android,Google Ads,35-44,Control
P00676,2026-01-03,Australia,Android,Organic,25-34,Control
P00677,2026-01-08,United States,Android,TikTok Ads,18-24,Daily_Reward
P00678,2026-01-09,India,Android,Meta Ads,18-24,Free_Hint
P00679,2026-01-13,India,iOS,Organic,25-34,Daily_Reward
P00680,2026-01-04,India,Android,Referral,18-24,Free_Hint
P00681,2026-01-12,United States,Android,TikTok Ads,18-24,Free_Hint
P00682,2026-01-02,India,Android,Google Ads,45+,Free_Hint
P00683,2026-01-10,United Kingdom,Android,TikTok Ads,25-34,Control
P00684,2026-01-15,United States,iOS,Organic,45+,Free_Hint
P00685,2026-01-11,United States,iOS,Organic,25-34,Free_Hint
P00686,2026-01-13,United States,Android,Organic,18-24,Free_Hint
P00687,2026-01-14,United States,iOS,Meta Ads,35-44,Free_Hint
P00688,2026-01-07,United Kingdom,Android,Google Ads,25-34,Free_Hint
P00689,2026-01-15,India,Android,Organic,35-44,Free_Hint
P00690,2026-01-05,United States,Android,Referral,25-34,Free_Hint
P00691,2026-01-13,India,iOS,Meta Ads,25-34,Free_Hint
P00692,2026-01-09,India,Android,Meta Ads,35-44,Daily_Reward
P00693,2026-01-05,India,Android,TikTok Ads,25-34,Free_Hint
P00694,2026-01-07,United States,Android,Google Ads,35-44,Daily_Reward
P00695,2026-01-09,United States,Android,Google Ads,45+,Control
P00696,2026-01-06,India,Android,Meta Ads,18-24,Daily_Reward
P00697,2026-01-15,United States,Android,Google Ads,45+,Control
P00698,2026-01-03,Canada,Android,Organic,35-44,Free_Hint
P00699,2026-01-08,United Kingdom,iOS,Google Ads,25-34,Daily_Reward
P00700,2026-01-08,United Kingdom,Android,Referral,18-24,Daily_Reward
P00701,2026-01-01,United States,Android,Meta Ads,18-24,Control
P00702,2026-01-02,Australia,iOS,Referral,18-24,Daily_Reward
P00703,2026-01-03,United Kingdom,Android,Google Ads,18-24,Free_Hint
P00704,2026-01-13,United States,Android,Meta Ads,35-44,Control
P00705,2026-01-01,United States,Android,Meta Ads,25-34,Control
P00706,2026-01-15,India,Android,Google Ads,25-34,Daily_Reward
P00707,2026-01-11,United Kingdom,iOS,Organic,25-34,Daily_Reward
P00708,2026-01-01,Australia,Android,Organic,45+,Control
P00709,2026-01-13,United States,Android,Organic,18-24,Control
P00710,2026-01-13,United States,iOS,Meta Ads,18-24,Control
P00711,2026-01-01,United Kingdom,Android,Referral,18-24,Daily_Reward
P00712,2026-01-14,India,Android,TikTok Ads,18-24,Control
P00713,2026-01-07,India,Android,Organic,35-44,Control
P00714,2026-01-08,India,iOS,Organic,18-24,Control
P00715,2026-01-14,Australia,Android,Organic,25-34,Daily_Reward
P00716,2026-01-09,India,Android,Organic,25-34,Daily_Reward
P00717,2026-01-02,India,iOS,Google Ads,45+,Free_Hint
P00718,2026-01-04,India,Android,TikTok Ads,35-44,Daily_Reward
P00719,2026-01-01,United Kingdom,Android,Referral,45+,Free_Hint
P00720,2026-01-06,United States,Android,Meta Ads,25-34,Daily_Reward
P00721,2026-01-06,India,iOS,Organic,25-34,Control
P00722,2026-01-10,Canada,Android,TikTok Ads,25-34,Daily_Reward
P00723,2026-01-14,Australia,Android,TikTok Ads,35-44,Daily_Reward
P00724,2026-01-01,India,Android,Google Ads,25-34,Daily_Reward
P00725,2026-01-05,United States,Android,Organic,25-34,Free_Hint
P00726,2026-01-04,India,Android,Meta Ads,18-24,Free_Hint
P00727,2026-01-05,India,iOS,TikTok Ads,25-34,Free_Hint
P00728,2026-01-04,Canada,Android,Organic,25-34,Control
P00729,2026-01-04,United Kingdom,Android,Meta Ads,25-34,Control
P00730,2026-01-06,India,Android,Google Ads,25-34,Daily_Reward
P00731,2026-01-01,India,iOS,Meta Ads,35-44,Free_Hint
P00732,2026-01-09,Australia,Android,TikTok Ads,35-44,Control
P00733,2026-01-02,United Kingdom,Android,Organic,35-44,Control
P00734,2026-01-11,India,Android,Google Ads,35-44,Control
P00735,2026-01-07,Canada,Android,TikTok Ads,18-24,Daily_Reward
P00736,2026-01-13,India,Android,TikTok Ads,25-34,Control
P00737,2026-01-14,India,Android,Google Ads,25-34,Free_Hint
P00738,2026-01-09,Australia,Android,Organic,25-34,Free_Hint
P00739,2026-01-12,United States,Android,Referral,35-44,Control
P00740,2026-01-05,India,iOS,Organic,35-44,Daily_Reward
P00741,2026-01-08,United States,iOS,Google Ads,18-24,Control
P00742,2026-01-02,United Kingdom,iOS,Google Ads,18-24,Control
P00743,2026-01-03,India,Android,Referral,25-34,Daily_Reward
P00744,2026-01-15,India,iOS,Google Ads,18-24,Free_Hint
P00745,2026-01-13,Canada,Android,Referral,35-44,Daily_Reward
P00746,2026-01-09,United Kingdom,Android,Google Ads,25-34,Daily_Reward
P00747,2026-01-01,India,Android,Organic,18-24,Control
P00748,2026-01-13,India,Android,Google Ads,25-34,Control
P00749,2026-01-05,India,Android,Google Ads,45+,Control
P00750,2026-01-07,United States,Android,TikTok Ads,45+,Daily_Reward
P00751,2026-01-15,United States,Android,TikTok Ads,35-44,Free_Hint
P00752,2026-01-02,India,iOS,Referral,18-24,Free_Hint
